AIDP,ID,GENDER,NATIONALITY,MOHAFAZA,MAJOR_DESC,UG/GR,Med Student (Yes/No),New Student (Yes/No),GPA,Column1,TUITION,FATHER_STATUS,FATHER_JOB_STATUS,FATHER_INCOME,MOTHER_STATUS,MOTHER_JOB_STATUS,MOTHER_INCOME,SIBLING_AUB,SIBLING_UNIVERSITY,SIBLING_SCHOOL,TOTAL_SIBLING_INCOME,OTHER_RESOURCE,Othere resources (yes/no),STUDENT_STATMENT,Student statement (applicaple/non applicable),PERC,Main priorities,High/low priorities,ACAD_STAND
FA,3032,F,Lebanon,Bekaa,Chemical Engineering,UG,No,No,80.2,B+,13110,Married,Employed,68832.89,Married,UnEmployed,0,0,1,0,0,"
educational benefits",yes,none,non applicable,20,priority 3,0,Good Standing
FA,3033,F,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,No,3.3,B+,13110,Married,Employed,120844,Married,Never Worked,0,1,0,0,29840,Educational Benefit 75%,yes,none,non applicable,30,priority 3,0,Good Standing
FA,3034,F,Lebanon,South,Mechanical Engineering,UG,No,No,82.5,B+,13110,Married,Employed,19230.77,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3035,M,United States of America,Beirut,Economics,UG,No,No,78.3,B ,8772,Deceased,UnEmloyed,0,Widowed,UnEmployed,0,0,1,0,0,family,yes,"my father is deceased and my mother is unemployed, my family depends on family members for support",applicable,40,priority 2,1,Good Standing
FA,3036,F,United States of America,Beirut,Media and Communications,UG,No,No,79.2,B+,10965,Married,Retired,0,Married,Employed,33952.25,0,0,0,21220.16,"retirement salary 



",yes,none,non applicable,25,priority 3,0,Good Standing
FA,3037,M,Lebanon,Beirut,Business Administration,UG,No,No,81.5,B+,12690,Married,Self-Employed,48619.36,Married,UnEmployed,0,0,0,0,9549.07,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3038,F,Lebanon,Mount Lebanon,Business Administration,UG,No,No,81.3,B+,12690,Married,UnEmloyed,0,Married,Employed,9946.95,0,1,1,0,Rented House,yes,none,non applicable,15,priority 4,0,Good Standing
FA,3039,F,Lebanon,Nabatieh,English Language,UG,No,No,79.5,B+,6579,Married,Employed,38461.54,Married,Never Worked,0,1,1,0,0,none,no,none,non applicable,70,priority 1,1,Good Standing
FA,3040,M,Guinea,Mount Lebanon,Business Administration,UG,No,No,78.2,B ,9306,Married,Self-Employed,13115.72,Married,SelfEmployed,9526.86,0,0,0,0,none,no,none,non applicable,55,priority 2,1,Good Standing
FA,3041,M,Cyprus,n/a,Business Administration,UG,No,No,78.5,B ,11844,Married,Employed,18612.73,Married,Employed,72076.43,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3042,M,Lebanon,Aakkar,Mechanical Engineering,UG,No,No,3.2,B+,13110,Married,Employed,37322.94,Married,SelfEmployed,56188.99,0,0,1,0,"
Cash Savings Amount:",yes,none,non applicable,15,priority 4,0,Good Standing
FA,3043,M,Palestine,Mount Lebanon,Nursing,UG,No,No,76.4,B,5634,Married,Employed,15517.24,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3044,M,Lebanon,North,Computer & Communications Eng.,UG,No,No,78.8,B ,13110,Married,UnEmloyed,15915.12,Married,Employed,21220.16,0,2,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,3045,M,Lebanon,Beirut,Mechanical Engineering,UG,No,No,82.6,B+,13110,Married,Employed,0,Married,UnEmployed,0,0,0,1,0,"educational benefits


",yes,none,non applicable,45,priority 2,1,Good Standing
FA,3046,F,Lebanon,North,Chemical Engineering,UG,No,No,88.5,A,13110,Married,Self-Employed,18302.39,Married,UnEmployed,0,0,0,0,0,Leasing apartments,yes,none,non applicable,35,priority 3,1,Good Standing
FA,3047,F,Denmark,South,Political Studies,UG,No,No,88.2,A,8772,Married,Self-Employed,961538.46,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,3048,M,Lebanon,Mount Lebanon,Electrical & Computer Eng'g,UG,No,No,2.6,B-,13110,Married,Employed,24517,Married,Employed,45375,0,0,1,0,"
educational benefits",yes,none,non applicable,20,priority 3,0,Good Standing
FA,3049,F,Lebanon,Beirut,Nursing,UG,No,No,84,A-,8764,Married,Employed,19098.14,Married,Employed,14323.61,0,0,2,0,"
educational benefits

",yes,none,non applicable,30,priority 3,0,Good Standing
FA,3050,M,Lebanon,Baalbak Hermel,Electrical & Computer Eng'g,UG,No,No,81.4,B+,13110,Married,Employed,16872.6,Married,Employed,15871.77,0,1,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3051,M,Jordan,n/a,Mechanical Engineering,UG,No,No,83.6,A-,13110,Married,Self-Employed,12012.44,Married,Never Worked,0,0,0,0,0,"
Rent from Assets





",yes,none,non applicable,20,priority 3,0,Good Standing
FA,3052,M,Lebanon,Mount Lebanon,Computer Science,UG,No,No,86,A-,4650,Deceased,UnEmloyed,0,Widowed,Never Worked,0,0,1,0,17687,Applicant salary,yes,Father deceased and mother never employed; I (applicant) takes care of house expenses.,applicable,20,priority 3,0,Good Standing
FA,3053,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,No,71.5,C+,11362,Married,Employed,42771.88,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,3054,M,Lebanon,Bekaa,Biology,UG,No,No,88.7,A,11625,Married,Self-Employed,17241.38,Married,UnEmployed,0,0,1,2,0,none,no,none,non applicable,80,priority 1,1,Good Standing
FA,3055,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,3.1,B+,13110,Deceased,Employed,0,Widowed,SelfEmployed,35809.02,1,0,0,0,help from grandfather,yes,none,non applicable,35,priority 3,1,Good Standing
FA,3056,F,Palestine,n/a,Chemical Engineering,UG,No,No,2.9,B,13110,Married,UnEmloyed,0,Married,Employed,21767.67,0,2,0,0,Private tutoring,yes,none,non applicable,50,priority 2,1,Good Standing
FA,3057,M,Lebanon,South,Nursing,UG,No,No,85.9,A-,9390,Married,UnEmloyed,0,Married,Employed,36833.95,0,0,0,0,none,no,"
The rent of the house my parents are currently living in has increased. I will add the new rent when I submit the application.",applicable,30,priority 3,0,Good Standing
FA,3058,M,Lebanon,Bekaa,Business Administration,UG,No,No,71.7,C+,11844,Married,UnEmloyed,0,Married,UnEmployed,0,1,0,2,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,3059,F,Lebanon,Aakkar,Psychology,UG,No,No,84.8,A-,10965,Married,Employed,95490.72,Married,Employed,6684.35,1,0,0,102175.07,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,3060,F,Lebanon,North,Landscape Architecture,UG,No,No,83.6,A-,11835,Separated,UnEmloyed,0,Separated,Employed,43328.91,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3061,M,Lebanon,Baalbak Hermel,Biology,UG,No,No,84.1,A-,10075,Married,Employed,17506.63,Married,Employed,17506.63,0,3,1,0,"
Rent of a building",yes,none,non applicable,40,priority 2,1,Good Standing
FA,3062,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,96,A+,13110,Married,Employed,27055.7,Married,Employed,24310.34,0,0,0,0,Rent of a shop,yes,none,non applicable,40,priority 2,1,Good Standing
FA,3063,M,Lebanon,Beirut,Chemical Engineering,UG,No,No,79,B+,13110,Married,Employed,87211.02,Divorced,Employed,50947.61,0,1,0,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,3064,M,Lebanon,South,Physics,UG,No,No,91.1,A,11625,Married,Self-Employed,37135.28,Married,UnEmployed,0,0,0,0,0,Savings interest,yes,none,non applicable,15,priority 4,0,Good Standing
FA,3065,F,Palestine,South,Arabic Language & Literature,UG,No,No,76.7,B,10965,Married,Employed,17904.51,Married,Never Worked,0,0,0,1,23872.68,"
Savings",yes,none,non applicable,50,priority 2,1,Good Standing
FA,3066,F,Lebanon,Nabatieh,Civil Engineering,UG,No,No,79,B+,10488,Married,Employed,47745.36,Married,Employed,17904.51,0,0,0,0,none,no,"my father works in the construction industry, his business has been affected by the economic crisis in Lebanon. Unfortunately, he's not able to pay AUB's tuition fees for both my brother and I.",applicable,20,priority 3,0,Good Standing
FA,3067,M,Lebanon,Mount Lebanon,Biology,UG,No,No,84.8,A-,11625,Married,UnEmloyed,0,Married,Employed,30875.33,1,0,0,0,From grandmother,yes,none,non applicable,20,priority 3,0,Good Standing
FA,3068,M,Lebanon,Beirut,Computer Science,UG,No,No,3.9,A ,11625,Married,Employed,85540.45,Married,Employed,6267.9,1,0,2,0,Savings Interest,yes,none,non applicable,15,priority 4,0,Good Standing
FA,3069,F,Lebanon,North,Mechanical Engineering,UG,No,No,83.1,A-,13110,Married,Employed,26525.2,Married,Never Worked,0,1,1,1,0,"
Freelance Works",yes,none,non applicable,15,priority 4,0,Good Standing
FA,3070,M,Jordan,n/a,Business Administration,UG,No,No,82.1,B+,10152,Married,Self-Employed,33720.16,Married,Retired,27244.69,0,0,0,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,3071,F,United States of America,South,Business Administration,UG,No,No,77.6,B ,10152,Divorced,Employed,45801.72,Divorced,Employed,9549.07,0,0,1,0,Ali Abdallah Jammal Memorial Scholarship,yes,none,non applicable,35,priority 3,1,Good Standing
FA,3072,F,Lebanon,Beirut,Business Administration,UG,No,No,82.1,B+,11844,Married,Employed,31830.24,Married,UnEmployed,0,0,1,0,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,3073,M,Lebanon,Beirut,Business Administration,UG,No,No,73,B-,11844,Married,Employed,31830.24,Married,UnEmployed,0,0,1,1,0,loans per year,yes,none,non applicable,20,priority 3,0,Good Standing
FA,3074,M,Lebanon,Beirut,Computer & Communications Eng.,UG,No,No,3.7,A-,13110,Married,Employed,43870.03,Married,Never Worked,0,1,0,0,0,"
educational benefits",yes,none,non applicable,20,priority 3,0,Good Standing
FA,3075,F,United States of America,Mount Lebanon,English Literature,UG,No,No,3.2,B+,10965,Married,UnEmloyed,4050.4,Married,Employed,12135.28,1,0,1,0,"
help from grandfather",yes,none,non applicable,15,priority 4,0,Good Standing
FA,3076,F,Lebanon,Beirut,Nursing,UG,No,No,2.8,B,9390,Married,Self-Employed,20375.33,Married,Employed,60636.6,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3077,M,Lebanon,Mount Lebanon,Agriculture,UG,No,No,77.1,B ,11835,Married,Employed,30835.54,Married,Never Worked,0,0,1,0,0,"
Annual income from rented assets",yes,none,non applicable,25,priority 3,0,Good Standing
FA,3078,F,Lebanon,Mount Lebanon,Architecture,UG,No,No,86.1,A-,13110,Married,Self-Employed,33156.5,Married,UnEmployed,0,0,1,1,0,Help from uncle to cover sister's tuitions,yes,none,non applicable,60,priority 1,1,Good Standing
FA,3079,M,Lebanon,South,Computer & Communications Eng.,UG,No,No,3.4,A-,13110,Married,Self-Employed,84217.51,Married,Employed,26821.75,1,0,0,0,Educational loan,yes,none,non applicable,20,priority 3,0,Good Standing
FA,3080,F,Lebanon,North,Computer & Communications Eng.,UG,No,No,93,A+,13110,Married,Employed,108726.46,Married,Never Worked,0,0,0,2,0,"
Educational benefits",yes,none,non applicable,0,priority 4,0,Good Standing
FA,3081,F,Lebanon,Beirut,Psychology,UG,No,No,2.6,B-,10965,Married,Employed,113072,Married,Never Worked,0,1,0,0,0,"
Educational Benefit",yes,none,non applicable,35,priority 3,1,Good Standing
FA,3082,F,Lebanon,n/a,Civil Engineering,UG,No,No,3.6,A-,13110,Married,Employed,66473.47,Married,Employed,22440.32,0,0,1,0,Educational benefits,yes,none,non applicable,25,priority 3,0,Good Standing
FA,3083,M,Lebanon,South,Agriculture,UG,No,No,75.9,B,11835,Married,Employed,27851.46,Married,UnEmployed,0,0,1,1,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,3084,F,Lebanon,Nabatieh,Biology,UG,No,No,86.5,A-,10850,Married,Employed,27915.12,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,44,priority 2,1,Good Standing
FA,3085,F,Lebanon,Aakkar,Medical Audiology Sciences,UG,No,No,3,B,12210,Married,Employed,213262.6,Married,UnEmployed,0,0,0,3,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,3086,F,Lebanon,South,Architecture,UG,No,No,85.1,A-,13110,Married,Employed,50397.88,Married,UnEmployed,0,0,1,1,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,3087,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,No,87.4,A ,13110,Divorced,Self-Employed,0,Divorced,SelfEmployed,265251.99,0,1,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,3088,F,Lebanon,South,Medical Imaging Sciences,UG,No,No,92.7,A,12210,Married,Retired,0,Married,UnEmployed,0,1,0,0,0,"
Annual Interest",yes,none,non applicable,20,priority 3,0,Good Standing
FA,3089,F,Lebanon,Nabatieh,Biology,UG,No,No,2.7,B,9300,Married,Employed,38132.63,Married,Employed,30596.82,1,0,2,0,"
educational benefits",yes,none,non applicable,45,priority 2,1,Good Standing
FA,3090,M,Lebanon,Mount Lebanon,Economics,UG,No,No,2.4,B-,10965,Married,Employed,33514.32,Married,Employed,23710.88,1,0,0,0,Educational benefits,yes,none,non applicable,40,priority 2,1,Good Standing
FA,3091,M,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,85.4,A-,13110,Deceased,Retired,0,Widowed,UnEmployed,0,0,1,0,0,Annual retirement salary,yes,"
Deceased father after years of medication and hospitalisations.",applicable,45,priority 2,1,Good Standing
FA,3092,F,Lebanon,South,Civil Engineering,UG,No,No,81.6,B+,13110,Married,Self-Employed,38461.54,Married,UnEmployed,0,0,1,1,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,3093,F,Lebanon,Bekaa,Biology,UG,No,No,4,A ,11625,Married,UnEmloyed,0,Married,Employed,57700.27,0,0,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,3094,F,Lebanon,Mount Lebanon,Business Administration,UG,No,No,3.9,A ,12690,Deceased,Employed,23872.68,Widowed,Never Worked,0,0,1,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3095,F,Lebanon,Mount Lebanon,Biology,UG,No,No,81.8,B+,11625,Married,UnEmloyed,0,Married,Employed,66313,0,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3096,M,Lebanon,Mount Lebanon,Biology,UG,No,No,84.8,A-,11625,Married,Retired,54079.58,Married,Employed,13965.52,0,1,1,0,"Educational benefits
",yes,"
My father is the only male child and he has to support my grandparents and his unmarried sister.",applicable,20,priority 3,0,Good Standing
FA,3097,M,Lebanon,Nabatieh,Landscape Architecture,UG,No,No,3.5,A-,11835,Married,UnEmloyed,0,Married,Employed,35049.73,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3098,F,Lebanon,Beirut,Civil Engineering,UG,No,No,83,A-,13110,Married,Employed,92310.34,Married,UnEmployed,0,1,0,0,0,none,no,"
When needed, we help my father's mother and 4 single sisters and my mother's parents",applicable,20,priority 3,0,Good Standing
FA,3099,F,Lebanon,Mount Lebanon,Not Working for a degree Agric,GR,No,No,83.1,,1578,Married,Self-Employed,11936.34,Married,Employed,49344.83,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3100,F,Lebanon,Beirut,Civil Engineering,UG,No,No,83,A-,13110,Married,Self-Employed,11936.34,Married,Employed,13262.6,0,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,3101,F,Lebanon,n/a,Nursing,UG,No,No,3.3,B+,9390,Married,Employed,1458.89,Married,Employed,11681.7,1,0,0,0,Educational benefits,yes,none,non applicable,30,priority 3,0,Good Standing
FA,3102,M,Lebanon,South,Electrical & Computer Eng'g,UG,No,No,3,B,13110,Married,Employed,40439.52,Married,Employed,36025.29,0,0,1,0,Educational benefits,yes,none,non applicable,20,priority 3,0,Good Standing
FA,3103,F,Lebanon,Beirut,Political Studies,UG,No,No,3.8,A ,10965,Married,Employed,12095.49,Married,Employed,31774.54,0,0,2,0,"
Educational benefits",yes,none,non applicable,15,priority 4,0,Good Standing
FA,3104,M,Lebanon,Beirut,Chemistry,UG,No,No,2.6,B-,9300,Married,Self-Employed,73407,Married,Never Worked,0,1,0,2,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,3105,F,Lebanon,Nabatieh,Computer & Communications Eng.,UG,No,No,3.1,B+,13110,Married,Self-Employed,15915.12,Married,Employed,29135.28,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3106,M,Lebanon,South,Electrical & Computer Eng'g,UG,No,No,4,A ,13110,Married,Employed,52323,Married,Never Worked,0,0,0,2,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,3107,F,Lebanon,Mount Lebanon,Urban Planning and Policy,GR,No,No,3.7,,9855,Married,Employed,12915,Married,Never Worked,0,0,0,0,0,"
Cash Savings",yes,none,non applicable,20,priority 3,0,Good Standing
FA,3108,F,Lebanon,Bekaa,Rural Community Development,GR,No,No,,,10410,Married,Employed,22432,Married,Employed,23092,0,1,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3109,F,Lebanon,Bekaa,Computer & Communications Eng.,UG,No,No,93,A+,13110,Married,Self-Employed,91400,Married,Never Worked,0,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3110,F,Lebanon,Mount Lebanon,Food Science & Management,UG,No,No,3.8,A ,11835,Married,Self-Employed,99469.5,Married,UnEmployed,0,1,1,4,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,3111,F,Lebanon,Beirut,Business Administration,UG,No,No,3,B,12690,Married,Employed,124876,Married,UnEmployed,0,1,0,1,0,"
Cash Saving",yes,none,non applicable,35,priority 3,1,Good Standing
FA,3112,M,Lebanon,South,Political Studies,UG,No,No,3.5,A-,10965,Married,Employed,37135,Married,Never Worked,0,0,0,2,7625,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3113,M,Lebanon,Nabatieh,Rural Community Development,GR,No,No,4,,9369,Married,Retired,0,Married,Retired,0,1,0,0,0,none,no,"In addition to our own expenses, my wife and I still contribute to both our parents' households the sum of around $1,300 per month which I did not include in our 'Total Annual Expenses' above.",applicable,20,priority 3,0,Good Standing
FA,3114,F,Lebanon,Mount Lebanon,Graphic Design,UG,No,No,83.5,A-,13110,Married,Self-Employed,69628,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,3115,M,Lebanon,Beirut,Business Administration,UG,No,No,73.5,B-,12690,Married,Self-Employed,42000,Married,Employed,29600,0,0,1,0,"Educational benefits

",yes,none,non applicable,25,priority 3,0,Good Standing
FA,3116,M,Lebanon,Bekaa,Nursing,UG,No,No,2.7,B,9390,Married,Self-Employed,46400,Married,Never Worked,0,0,0,2,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,3117,F,United States of America,Mount Lebanon,Business Administration,UG,No,No,3,B,12690,Divorced,Retired,0,Divorced,Employed,0,0,0,0,0,"
father's salary till august",yes,none,non applicable,20,priority 3,0,Good Standing
FA,3118,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,81.3,B+,13110,Married,Employed,3315.65,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,3119,M,Lebanon,Beirut,Civil Engineering,UG,No,No,74,B-,10488,Married,Self-Employed,15915.12,Married,Never Worked,0,0,1,1,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,3120,M,Lebanon,Mount Lebanon,Art History,UG,No,No,83.1,A-,8772,Deceased,UnEmloyed,0,Widowed,Employed,45400.53,0,0,0,0,none,no,none,non applicable,70,priority 1,1,Good Standing
FA,3121,M,Lebanon,Beirut,Business Administration,UG,No,No,72.9,B-,12690,Deceased,Self-Employed,0,Widowed,SelfEmployed,26525.2,0,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,3122,M,Lebanon,Nabatieh,Mechanical Engineering,UG,No,No,77.5,B ,12236,Married,Retired,0,Married,Never Worked,0,1,1,0,0,none,no,none,non applicable,60,priority 1,1,Good Standing
FA,3123,M,Lebanon,Mount Lebanon,Business Administration,UG,No,No,83.4,A-,12690,Divorced,UnEmloyed,0,Divorced,Never Worked,0,0,0,1,0,none,no,none,non applicable,45,priority 2,1,Good Standing
FA,3124,F,Palestine,n/a,Food Science & Management,UG,No,No,3.8,A ,11835,Married,UnEmloyed,0,Married,Employed,18970.66,1,0,0,33356.32,"
educational benefits",yes,none,non applicable,20,priority 3,0,Good Standing
FA,3125,F,Lebanon,Bekaa,Applied Mathematics,UG,No,No,68.6,C,9300,Married,Employed,54429.71,Married,Employed,32172.41,0,0,1,0,"
Educational Benefit (Father)",yes,none,non applicable,0,priority 4,0,"Acad.Prob.2, Prev.Pr"
FA,3126,F,Lebanon,Beirut,Computer & Communications Eng.,UG,No,No,3.2,B+,13110,Married,Self-Employed,36487.4,Married,SelfEmployed,37165.78,1,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,3127,F,Lebanon,n/a,Medical Laboratory Sciences,UG,No,No,3.1,B+,12210,Married,Employed,36108.09,Married,Employed,34543.77,0,0,1,0,"
Educational Benefit",yes,none,non applicable,20,priority 3,0,Good Standing
FA,3128,F,Lebanon,Nabatieh,Physics,UG,No,No,83,A-,11625,Married,Employed,43103,Married,Employed,34018,0,0,2,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,3129,F,Lebanon,South,Psychology,UG,No,No,2.6,B-,10965,Married,Self-Employed,29840,Married,Employed,7957,1,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3130,F,Lebanon,Mount Lebanon,Education,GR,No,No,,,5634,Married,Self-Employed,26525.2,Married,Never Worked,0,1,1,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3131,F,Lebanon,Mount Lebanon,Chemical Engineering,UG,No,No,80.9,B+,13110,Married,Self-Employed,15915.12,Married,Employed,9283.82,2,2,3,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,3132,F,Jordan,n/a,Business Administration,UG,No,No,84.8,A-,12690,Married,Employed,0,Married,Retired,5850.49,0,0,0,0,My annual income inherited from my father,yes,none,non applicable,45,priority 2,1,Good Standing
FA,3133,M,Lebanon,South,Medical Laboratory Sciences,UG,No,No,3.8,A ,12210,Married,Employed,33000,Married,Never Worked,0,0,1,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3134,M,Lebanon,Mount Lebanon,Economics,UG,No,No,80.2,B+,10965,Married,Employed,21580.9,Married,Employed,22281.17,0,1,0,0,"
parents annual benefits and bonus",yes,none,non applicable,25,priority 3,0,Good Standing
FA,3135,M,France,n/a,Mechanical Engineering,UG,No,No,80.2,B+,13110,Separated,Employed,0,Separated,Employed,49734.75,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3136,F,Lebanon,South,Business Administration,UG,No,No,80.5,B+,12690,Married,Employed,59018.57,Married,Employed,17572.94,0,0,1,0,"
Scholarships from mother work. My father haven't been paid any scholarship since 2015, contrary to what mentionaed in Income statement",yes,none,non applicable,35,priority 3,1,Good Standing
FA,3137,M,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,73.7,B-,13110,Married,UnEmloyed,0,Married,Employed,43766.58,0,1,1,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,3138,F,Lebanon,Nabatieh,Chemistry,UG,No,No,78.8,B ,10075,Married,UnEmloyed,0,Married,Employed,13663.13,0,0,3,0,Annual amount of financial assistance from Grandfather,yes,none,non applicable,40,priority 2,1,Good Standing
FA,3139,F,Lebanon,Aakkar,Chemical Engineering,UG,No,No,93.7,A+,13110,Married,Employed,34137.93,Married,Employed,33254.64,0,1,0,0,Other Benefits,yes,none,non applicable,40,priority 2,1,Good Standing
FA,3140,F,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,82.8,B+,13110,Married,Self-Employed,41114.06,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,3141,M,Lebanon,Mount Lebanon,Business Administration,UG,No,No,68.8,C,12690,Married,Employed,4048.66,Married,Employed,32733.48,1,0,0,0,none,no,none,non applicable,60,priority 1,1,Good Standing
FA,3142,M,Lebanon,Nabatieh,Psychology,UG,No,No,83.8,A-,8772,Married,Retired,0,Married,Never Worked,0,1,1,0,0,none,no,none,non applicable,60,priority 1,1,Good Standing
FA,3143,F,Lebanon,South,Chemical Engineering,UG,No,No,3.3,B+,13110,Married,Employed,42244,Married,Never Worked,0,0,0,1,0,"
interest on savings",yes,none,non applicable,25,priority 3,0,Good Standing
FA,3144,M,Lebanon,Mount Lebanon,Business Administration,UG,No,No,3.1,B+,12690,Married,Self-Employed,13201,Married,Never Worked,0,1,2,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3145,M,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,83.6,A-,13110,Married,Self-Employed,29840.85,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,3146,M,Lebanon,Beirut,Mechanical Engineering,UG,No,No,81.7,B+,13110,Married,Employed,33156.5,Married,Employed,31830.24,0,0,2,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,3147,F,Lebanon,Baalbak Hermel,Chemical Engineering,UG,No,No,77.7,B ,13110,Married,Self-Employed,59681.7,Married,Never Worked,0,0,1,2,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,3148,M,Lebanon,Mount Lebanon,Economics,UG,No,No,84.2,A-,10965,Married,UnEmloyed,24867.37,Married,Never Worked,0,0,0,2,0,"
Job Indemnities",yes,none,non applicable,30,priority 3,0,Good Standing
FA,3149,F,Lebanon,South,Economics,UG,No,No,3.9,A ,10965,Married,Employed,12676.39,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3150,M,Lebanon,Beirut,Computer Science,UG,No,No,85.2,A-,11625,Deceased,UnEmloyed,0,Widowed,Never Worked,0,0,0,0,22546.42,"brother










",yes,none,non applicable,40,priority 2,1,Good Standing
FA,3151,F,Lebanon,North,Food Science & Management,UG,No,No,4,A ,11835,Married,Self-Employed,29840.85,Married,Never Worked,0,0,0,1,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,3152,F,Lebanon,North,Environmental Health,UG,No,No,84.3,A-,12210,Married,Employed,270089.52,Married,UnEmployed,0,1,0,1,0,"educational benefits
",yes,"
We are a five-member family plus my widowed grandmother who lives at my father's expenses. Only my father works. He is an ordinary school teacher. My two brothers and I are students.",applicable,60,priority 1,1,Good Standing
FA,3153,F,Lebanon,Mount Lebanon,Nursing,UG,No,No,88.8,A,9390,Married,Self-Employed,19893.9,Married,Employed,24490.46,0,1,1,0,"
Borrow from my uncle",yes,none,non applicable,30,priority 3,0,Good Standing
FA,3154,M,Lebanon,South,Chemistry,UG,No,No,76,B,10075,Married,Employed,24481.43,Married,UnEmployed,17641.91,0,0,1,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,3155,F,Lebanon,Mount Lebanon,Media and Communications,UG,No,No,77.8,B ,10965,Married,Self-Employed,9283.82,Married,SelfEmployed,22546.42,1,0,0,0,"
Rent of Asset",yes,none,non applicable,25,priority 3,0,Good Standing
FA,3156,F,Lebanon,Nabatieh,Mechanical Engineering,UG,No,No,93.6,A+,13110,Married,Employed,26259.95,Married,Employed,17904.51,1,0,0,0,none,no,none,non applicable,70,priority 1,1,Good Standing
